pid,median_cpu_percent,quadratic_deviation,ram_usage,median_network_rate,Number of crypto API calls,Cryptojacker or not
202,59.85,15.56048313,2091.28125,528.0,3.0,yes
246,68.7,21.38130818,2364.203125,581.0,5.0,yes
159,20.45,4.28711772,2359.148438,458.0,5.0,yes
269,0.2,0.1065740339,284.3867188,1758.0,0.0,no
82,87.6,11.57326567,2351.519531,719.0,0.0,yes
242,80.325,26.42579975,278.3320313,581.0,5.0,yes
58,24.8,2.059274363,2357.109375,448.0,5.0,yes
198,44.675,11.81946965,2354.824219,840.0,3.0,yes
223,31.45,8.972768409,2368.609375,601.0,5.0,yes
134,83.15,6.468679316,2363.414063,753.0,5.0,yes
375,5.55,1.044678978,172.859375,2093644.0,2.0,no
216,55.2,17.86745015,2357.449219,557.0,5.0,yes
185,41.375,10.72128575,2089.660156,477.5,3.0,yes
324,2.640625,1.594517637692848,405.95703125,0.0,0.0,no
383,44.40625,4.593786848,2146.480469,0.0,0.0,no
47,87.075,18.95643285,2359.234375,434.0,0.0,yes
107,71.725,12.26511743,2090.03125,753.0,5.0,yes
343,9.26875,4.358509358,325.1757813,0.0,2.0,no
108,85.95,17.76669891,2362.871094,0.0,5.0,yes
213,7.8,0.0,269.2890625,4380.0,5.0,yes
162,87.1,19.38910312,2362.910156,60.0,5.0,yes
92,86.025,21.55270182,2362.910156,57.5,5.0,yes
304,82.1375,17.76980187221586,585.234375,201.0,0.0,no
194,24.3875,5.352819266,2096.21875,601.0,3.0,yes
268,0.425,0.1,455.6835938,0.0,0.0,no
66,24.8,1.678363693,2363.410156,603.0,5.0,yes
133,82.625,7.130271868,2363.414063,753.0,5.0,yes
221,53.0,9.796606303,2357.367188,557.0,5.0,yes
165,84.975,15.11795487,2362.910156,60.0,5.0,yes
332,2.84375,0.754569414,297.5039063,0.0,1.0,no
142,47.89375,7.262341244,2355.425781,840.0,3.0,yes
351,0.7875,0.317360136,32.25,610198.0,2.0,no
192,14.45625,5.856039142,2095.589844,576.0,3.0,yes
50,22.8,2.194639224,2352.222656,727.0,5.0,yes
114,80.15,10.21305315,2362.898438,368.5,5.0,yes
54,24.9,2.133731805,2357.109375,448.0,5.0,yes
201,59.7625,16.08581071,2091.28125,528.0,3.0,yes
207,59.6875,10.51154193,2091.414063,528.0,3.0,yes
425,0.4125,0.320806276,136.8671875,0.0,5.0,no
96,85.6375,19.1558979,2362.910156,272.0,5.0,yes
8,86.5875,21.48647986,2366.355469,525.0,5.0,yes
235,46.2625,6.658745678,2363.386719,601.0,5.0,yes
31,88.85,3.241833977,2366.230469,581.0,5.0,yes
157,22.0625,5.1242536,2358.921875,458.0,5.0,yes
74,23.95,5.280391202,2358.238281,601.0,5.0,yes
300,78.6,18.08351105633435,489.296875,114.0,0.0,no
436,2.0125,0.871438063,28.234375,0.0,0.0,no
59,24.575,6.522546241,2357.15625,394.0,5.0,yes
120,63.4875,15.081887,2362.929688,618.5,5.0,yes
200,74.25,15.49363512,2351.609375,719.0,0.0,yes
391,13.675,1.042874814,347.3007813,873018.0,5.0,no
404,1.775,0.869047211,14.62890625,0.0,2.0,no
298,78.325,18.36975357475464,388.2734375,114.0,0.0,no
222,55.05,10.16557048,2357.367188,557.0,5.0,yes
14,88.0,2.226504485,2366.277344,540.0,5.0,yes
177,46.85,10.63433447,2355.929688,840.0,3.0,yes
154,25.1125,1.870395257,2359.992188,601.0,5.0,yes
258,7.225,2.2393467797552096,415.390625,49130.0,5.0,no
371,9.9625,0.4994375499,90.0625,0.0,2.0,no
415,0.0,0.0,324.2695313,0.0,0.0,no
339,0.75,0.344286302,32.2578125,585754.0,2.0,no
265,0.4125,0.1530679063377339,18.6015625,1397894.0,2.0,no
421,1.6875,0.79713027,49.7265625,0.0,1.0,no
87,87.4875,11.76843558,2351.519531,719.0,0.0,yes
297,50.5125,21.21916073076539,403.98828125,114.0,0.0,no
112,79.7625,13.52849115,2362.898438,753.0,5.0,yes
381,49.475,6.25183723,2082.433594,0.0,0.0,no
306,59.575,19.17954515250409,335.64453125,114.0,0.0,no
328,10.2875,0.233907033,89.09765625,0.0,2.0,no
310,59.575,17.487007352213325,336.3359375,228.0,0.0,no
217,55.55,15.96158735,2357.449219,557.0,5.0,yes
150,25.20625,3.738871182,1162.636719,4953.5,5.0,yes
23,88.3625,4.149582978,2366.3125,579.0,5.0,yes
355,55.625,36.26112191,262.3984375,546.0,2.0,no
433,0.775,0.330002894,32.16015625,597976.0,0.0,no
68,24.3625,5.076232003,2358.238281,601.0,5.0,yes
349,2.0625,0.876543777,43.4140625,0.0,0.0,no
360,5.55,1.044678978,172.859375,2093644.0,2.0,no
412,0.0,0.0,70.72265625,0.0,6.0,no
18,88.05,5.045192577,2366.207031,559.5,5.0,yes
348,2.8875,0.840595957,300.8867188,0.0,0.0,no
155,25.125,1.973005426,2359.984375,601.0,5.0,yes
93,85.925,20.86850947,2362.910156,60.0,5.0,yes
281,60.15625,19.72356162060314,344.30859375,114.0,0.0,no
372,11.5375,0.5813116581,91.1953125,0.0,2.0,no
69,24.375,5.027210432,2358.21875,601.0,5.0,yes
303,81.1875,17.838703868551555,873.2578125,174.0,0.0,no
186,42.51875,9.391784899,2090.496094,584.0,3.0,yes
71,24.375,5.054100392,2358.21875,601.0,5.0,yes
169,78.925,15.35333548,2362.90625,484.0,5.0,yes
320,12.0,4.409745092351015,530.2578125,0.0,5.0,no
418,3.2125,1.522105632,297.8789063,0.0,5.0,no
422,1.41875,0.673171391,18.34375,0.0,1.0,no
62,24.8,1.695069546,2363.410156,603.0,5.0,yes
84,87.575,11.66452328,2351.519531,719.0,0.0,yes
4,89.225,19.83095891,2358.523438,579.0,5.0,yes
215,79.15,17.3278453,2357.574219,557.0,5.0,yes
228,32.2625,7.343420976,2369.078125,601.0,5.0,yes
334,15.15,4.483715597,434.5859375,0.0,1.0,no
373,10.2875,0.2339070328,89.09765625,0.0,2.0,no
63,24.8,1.697742342,2363.410156,603.0,5.0,yes
434,2.0125,0.750014468,28.234375,0.0,0.0,no
171,78.8625,14.4682329,2362.90625,618.5,5.0,yes
407,1.8625,0.977045575,43.27734375,0.0,3.0,no
399,7.30625,3.444233304,44.51953125,0.0,3.0,no
172,77.925,13.41616856,2362.90625,753.0,5.0,yes
7,89.225,19.16804973,2358.523438,579.0,5.0,yes
314,61.9875,15.908997453053429,381.07421875,676.0,0.0,no
229,39.9,6.811250999,2369.113281,601.0,5.0,yes
122,62.775,14.75181409,2362.929688,753.0,5.0,yes
188,44.08125,5.38192173,2090.246094,586.0,3.0,yes
89,87.4125,11.86021239,2351.519531,719.0,0.0,yes
234,46.35,6.13993785,2363.386719,601.0,5.0,yes
413,0.225,0.106066017,94.16796875,372.0,5.0,no
98,85.35,18.22621233,2362.882813,484.0,5.0,yes
101,86.525,20.80631818,2354.046875,0.0,5.0,yes
325,11.775,0.48529707,91.98828125,0.0,2.0,no
95,85.825,19.6804299,2362.910156,272.0,5.0,yes
45,86.5,19.57269557,2359.226563,115.0,0.0,yes
190,12.8625,5.521069856,1032.835938,301.5,3.0,yes
261,28.775,13.935484881728684,373.04296875,8571.0,2.0,no
432,5.5875,2.192770189,45.68359375,0.0,0.0,no
61,24.8,1.695393174,2363.410156,603.0,5.0,yes
277,79.41874999999999,17.991806009959113,623.57421875,144.0,0.0,no
22,87.725,4.165062106,2366.3125,579.0,5.0,yes
29,88.425,3.03324144,2366.277344,581.0,5.0,yes
286,59.575,17.487007352213325,336.3359375,228.0,0.0,no
35,86.75,3.932918652,2366.292969,579.0,5.0,yes
137,83.2,5.984137777,2363.414063,753.0,5.0,yes
244,74.4,23.83377043,1465.75,581.0,5.0,yes
206,59.7,12.16618003,2091.40625,528.0,3.0,yes
361,5.6625,0.919329003,174.78125,6106184.5,2.0,no
256,14.54375,4.36729339093448,4841.2578125,0.0,0.0,no
1,89.0625,20.83918778,2358.523438,579.0,5.0,yes
136,83.175,6.041732622,2363.414063,753.0,5.0,yes
305,60.15625,19.72356162060314,344.30859375,114.0,0.0,no
79,87.65,11.4357055,2351.519531,719.0,0.0,yes
34,86.475,3.712971257,2366.292969,579.0,5.0,yes
123,60.1,13.49715663,2362.929688,753.0,5.0,yes
109,85.65,17.37651423,2362.871094,115.0,5.0,yes
260,6.75,1.7506520868778914,252.2578125,50597.0,5.0,no
115,80.15,10.1498617,2362.898438,253.0,5.0,yes
323,12.909375,4.135843748354427,542.16796875,0.0,5.0,no
204,59.85,14.69875026,2091.292969,528.0,3.0,yes
20,87.725,3.970651885,2366.300781,1061.0,5.0,yes
356,61.4125,36.93335371,269.2304688,608.0,2.0,no
336,2.0375,0.823435534,43.3828125,0.0,2.0,no
359,3.65,0.18125,187.3671875,1532602.0,2.0,no
435,3.1375,4.176004511,33.88671875,0.0,0.0,no
144,48.0875,11.69295567,2090.671875,586.0,3.0,yes
250,83.2,18.85125862,2366.375,579.0,5.0,yes
214,81.65,36.83033924,1199.550781,4380.0,5.0,yes
149,25.175,3.72857827,1056.222656,9306.0,5.0,yes
219,55.9,12.15068116,2357.433594,557.0,5.0,yes
174,78.05,12.2231963,2362.90625,618.5,5.0,yes
55,25.0,2.114741451,2357.109375,448.0,5.0,yes
400,5.5125,2.193996551,45.5390625,0.0,3.0,no
129,10.8875,7.672458863,713.5078125,921.0,2.0,yes
60,24.575,6.317087139,2363.410156,601.0,5.0,yes
41,85.025,20.93552952,2366.226563,579.0,5.0,yes
156,24.35,6.745708512,2358.730469,458.0,5.0,yes
417,7.30625,3.444233304,44.51953125,0.0,3.0,no
410,0.43125,0.20386883,237.6210938,0.0,0.0,no
78,87.6625,11.35623785,2351.519531,719.0,0.0,yes
317,59.7875,15.309250683818584,348.171875,676.0,0.0,no
392,14.15,0.942447828,347.515625,891858.0,5.0,no
44,86.275,20.04740875,2359.226563,115.0,0.0,yes
178,46.95,10.48642633,2355.898438,840.0,3.0,yes
284,59.575,18.249958593703,327.60546875,171.0,0.0,no
353,2.575,19.93525991,275.5820313,15579.5,2.0,no
181,47.7625,8.470706422,2355.429688,813.0,3.0,yes
113,80.125,10.27469558,2362.898438,484.0,5.0,yes
393,11.8125,0.588955535,347.25,832628.0,5.0,no
285,60.40625,17.897933847171604,333.421875,228.0,0.0,no
203,60.075,15.15630635,2091.292969,528.0,3.0,yes
218,55.55,14.22376386,2357.433594,557.0,5.0,yes
259,1.55,1.4665258401885826,510.92578125,0.0,5.0,no
329,0.78125,0.29605039,32.23046875,655947.0,2.0,no
247,85.275,31.81661892,2366.375,316.5,5.0,yes
365,26.51875,32.85034616,274.2109375,333.5,2.0,no
199,44.1,11.42156464,2354.824219,840.0,3.0,yes
124,59.3,13.2960954,2362.929688,618.5,5.0,yes
394,0.125,0.081009259,93.83984375,1248.0,5.0,no
164,85.4625,15.05351714,2362.910156,60.0,5.0,yes
346,14.8625,4.661467993,423.9726563,0.0,0.0,no
420,1.775,0.869047211,14.62890625,0.0,2.0,no
97,85.45,18.67085982,2362.910156,272.0,5.0,yes
301,79.41874999999999,17.991806009959113,623.57421875,144.0,0.0,no
333,10.275,3.836713184,330.046875,0.0,2.0,no
43,85.15,20.08709897,2366.234375,579.0,5.0,yes
100,86.725,21.42140043,2354.050781,0.0,5.0,yes
241,81.05,29.89036361,1599.753906,581.0,5.0,yes
111,80.75,14.98253067,2362.871094,434.0,5.0,yes
15,88.025,2.680131159,2366.277344,532.5,5.0,yes
132,82.9,6.691805607,2363.414063,753.0,5.0,yes
9,86.825,21.14780614,2366.355469,525.0,5.0,yes
102,86.325,20.27934126,2354.050781,115.0,5.0,yes
46,86.725,19.25542501,2359.226563,115.0,0.0,yes
302,80.2375,17.90878864172297,547.88671875,174.0,0.0,no
163,87.05,18.91705976,2362.910156,60.0,5.0,yes
52,24.8,6.378650415,2352.203125,444.0,5.0,yes
288,62.2625,16.51634193098615,356.52734375,252.0,0.0,no
406,1.41875,0.673171391,18.34375,0.0,1.0,no
408,0.90625,0.452116934,31.4921875,121.0,2.0,no
167,83.125,18.95095232,2362.929688,55.0,5.0,yes
146,45.65625,7.216172659,2089.84375,586.0,3.0,yes
426,0.43125,0.20386883,237.6210938,0.0,0.0,no
168,81.45,18.49568574,2362.929688,434.0,5.0,yes
370,11.775,0.4852970701,91.98828125,0.0,2.0,no
125,54.1625,12.86754805,2362.957031,591.5,5.0,yes
180,47.6625,8.548567137,2355.902344,813.0,3.0,yes
345,2.90625,0.877477308,300.890625,0.0,0.0,no
321,13.13125,4.375219232788335,539.98046875,0.0,5.0,no
337,1.6375,0.591144255,15.1171875,0.0,2.0,no
110,80.925,15.22990069,2362.871094,434.0,5.0,yes
308,59.575,18.249958593703,327.60546875,171.0,0.0,no
191,13.475,5.949546012,2095.589844,576.0,3.0,yes
430,6.7375,4.75572024,45.609375,0.0,0.0,no
316,60.6,15.48022077501012,354.52734375,676.0,0.0,no
148,25.20625,3.984021907,953.265625,9306.0,5.0,yes
139,82.9,6.223950109,2363.414063,753.0,5.0,yes
51,22.675,2.313356114,2352.214844,727.0,5.0,yes
274,78.325,18.36975357475464,388.2734375,114.0,0.0,no
37,87.3125,4.218676554,2366.261719,579.0,5.0,yes
347,9.9125,4.197765584,326.3007813,0.0,0.0,no
322,12.4375,4.398162341595036,539.47265625,0.0,5.0,no
374,3.65,0.18125,187.3671875,1532602.0,2.0,no
19,88.05,5.053067602,2366.207031,559.5,5.0,yes
245,71.6125,23.09648566,1868.875,581.0,5.0,yes
290,61.9875,15.908997453053429,381.07421875,676.0,0.0,no
86,87.5,11.74178689,2351.519531,719.0,0.0,yes
5,89.225,19.54043956,2358.523438,579.0,5.0,yes
299,78.4625,18.191138179628027,732.19921875,114.0,0.0,no
386,45.45625,7.616909482,1628.503906,0.0,0.0,no
170,79.225,15.12016452,2362.90625,484.0,5.0,yes
236,46.175,6.880585144,2363.386719,601.0,5.0,yes
138,83.175,5.922357793,2363.414063,753.0,5.0,yes
232,49.5,3.596599109,474.0351563,601.0,5.0,yes
331,10.6375,3.726299372,328.0859375,0.0,2.0,no
205,59.85,13.27790899,2091.402344,528.0,3.0,yes
403,2.10625,0.992908886,93.3828125,0.0,5.0,no
40,85.0,21.41497036,2366.328125,579.0,5.0,yes
428,1.6625,0.675864155,57.27734375,0.0,0.0,no
262,40.493750000000006,2.145130346013565,18.921875,48462.0,5.0,no
94,85.875,20.24686442,2362.910156,60.0,5.0,yes
77,87.675,11.27520728,2351.519531,719.0,0.0,yes
398,9.3375,4.402922798,89.25,0.0,2.0,no
173,77.9375,12.87619934,2362.90625,484.0,5.0,yes
237,46.075,6.974284162,2363.386719,601.0,5.0,yes
76,87.675,11.21233445,2351.519531,719.0,0.0,yes
26,86.9125,2.24295382,2366.277344,581.0,5.0,yes
224,30.85,8.370307092,2368.609375,601.0,5.0,yes
344,0.775,0.286665526,32.046875,633072.5,2.0,no
195,24.9875,5.203614974,2092.6875,565.5,3.0,yes
2,89.075,20.43873505,2358.523438,579.0,5.0,yes
293,59.7875,15.309250683818584,348.171875,676.0,0.0,no
175,79.225,10.92318484,2362.90625,618.5,5.0,yes
75,87.675,11.14041435,2351.519531,719.0,0.0,yes
57,24.8,2.07577406,2357.109375,448.0,5.0,yes
99,80.475,12.39868697,2362.882813,299.5,5.0,yes
121,63.375,14.94122911,2362.929688,618.5,5.0,yes
402,3.2125,1.522105632,297.8789063,0.0,5.0,no
184,46.46875,12.08590559,2355.859375,840.0,3.0,yes
27,87.3,2.655997406,2366.277344,581.0,5.0,yes
354,26.51875,32.85034616,274.2109375,333.5,2.0,no
17,88.05,2.996967668,2366.199219,540.0,5.0,yes
385,44.8125,6.675880149,1624.121094,0.0,0.0,no
238,43.775,8.361778446,2363.414063,601.0,5.0,yes
294,60.6,15.182597531308904,386.00390625,676.0,0.0,no
42,85.0875,20.50729088,2366.226563,579.0,5.0,yes
152,25.0875,2.758607811,2359.953125,4953.5,5.0,yes
275,78.4625,18.191138179628027,732.19921875,114.0,0.0,no
230,49.6875,3.493876091,1724.910156,601.0,5.0,yes
315,61.29375,15.71443096707903,377.2734375,676.0,0.0,no
143,48.91875,10.39556577,2090.21875,586.0,3.0,yes
209,59.65,9.448953859,2091.414063,528.0,3.0,yes
369,75.4125,35.55897381,347.4882813,653.0,2.0,no
105,71.7625,12.78402901,2133.308594,618.5,5.0,yes
81,87.6125,11.54383307,2351.519531,719.0,0.0,yes
240,81.05,34.24362167,1066.441406,1153.0,5.0,yes
233,46.35,3.117048634,1928.089844,601.0,5.0,yes
405,1.6875,0.79713027,49.7265625,0.0,1.0,no
378,50.68125,9.99775627,102.4257813,145255.5,0.0,no
307,58.64375,18.69504735769262,339.25,114.0,0.0,no
401,5.18125,3.277193549,46.88671875,5313.0,3.0,no
264,44.125,0.9281835238674,34.203125,4871.0,5.0,no
296,0.4125,0.1530679063377339,18.6015625,1397894.0,0.0,no
309,60.40625,17.897933847171604,333.421875,228.0,0.0,no
382,42.6375,5.544002777,2137.445313,0.0,0.0,no
131,83.275,3.51442272,2363.441406,753.0,5.0,yes
335,2.8375,0.779551726,300.9257813,0.0,2.0,no
220,55.475,11.41422858,2357.433594,557.0,5.0,yes
272,0.4125,0.1530679063377339,18.6015625,1397894.0,0.0,no
279,81.1875,17.838703868551555,873.2578125,174.0,0.0,no
388,41.75,8.813427492,1353.226563,0.0,0.0,no
39,84.975,22.04245794,2366.328125,579.0,5.0,yes
10,86.8625,20.79350496,2366.308594,525.0,5.0,yes
424,0.90625,0.452116934,31.4921875,121.0,2.0,no
153,25.125,2.082120446,2359.976563,601.0,5.0,yes
38,84.9,22.6835666,2366.328125,579.0,5.0,yes
85,87.5375,11.69994854,2351.519531,719.0,0.0,yes
390,14.1875,0.708190717,348.421875,929115.0,5.0,no
160,20.175,4.283339208,2358.875,458.0,5.0,yes
358,75.4125,35.55897381,347.4882813,653.0,2.0,no
